Sender,Subject,Date,Type
Twitter <info@twitter.com>,"Narendra Modi shared ""Indian Foreign Service Officer Trainees Call o...","Mon, 14 May 2018 15:45:11 +0000",CATEGORY_SOCIAL
LinkedIn <messages-noreply@linkedin.com>,"Lakshay, people are looking at your LinkedIn profile","Mon, 14 May 2018 08:22:05 +0000 (UTC)",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, you have 3 new notifications","Sun, 13 May 2018 23:52:08 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Tushar Jajoo, Aakash Dhaka and 8 others are new friend suggestions for you","Sun, 13 May 2018 22:52:20 -0700",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,Which countries will be major world powers in 2050?,"Sun, 13 May 2018 20:15:53 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,LearningPundits Tweeted: #job #freshers #jobs  Link-,"Mon, 14 May 2018 01:45:39 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Payal Saraf, Arvind Soni🆔 and Punam Raut on Twitter!","Sun, 13 May 2018 20:09:34 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, you have 3 new notifications","Sun, 13 May 2018 12:24:00 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Karnataka Assembly Elections 2018 Pollin...","Sun, 13 May 2018 15:04:56 +0000",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,"I am currently working in TCS as a support engineer, having 6-month experience. I am...?","Sun, 13 May 2018 03:33:43 -0700 (PDT)",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, you have 3 new notifications","Sat, 12 May 2018 22:56:21 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Karnataka Assembly Elections 2018 Pollin...","Sun, 13 May 2018 02:11:58 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Anushka Sharma Tweeted: I’ll just give them to you . Send me your ad...,"Sat, 12 May 2018 20:34:08 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"lakshay bhambri, see 8 new updates from Narendra Modi","Sat, 12 May 2018 15:33:59 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Shashank Jain, Kusum Sharma and 8 others are new friend suggestions for you","Sat, 12 May 2018 06:49:36 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, you have 2 new notifications","Sat, 12 May 2018 05:59:48 -0700",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,"Which is better, Java or Node.js?","Sat, 12 May 2018 02:03:56 -0700 (PDT)",CATEGORY_SOCIAL
"""Scoop.it"" <noreply@postmaster.scoop.it>",Your Scoop.it Daily Summary,"Sat, 12 May 2018 04:50:48 +0200 (CEST)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Narendra Modi, Sunita Gupta and भाजपा किसान मोर्चा on Twitter!","Sat, 12 May 2018 02:23:44 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""He CHO-ked several politicians""","Fri, 11 May 2018 21:21:10 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, you have 2 new notifications","Fri, 11 May 2018 13:56:59 -0700",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,What are some of the bad decisions Narendra Modi has made since becoming the prime mi...?,"Fri, 11 May 2018 08:46:00 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,LearningPundits Tweeted: #maths #english #spottingErrors  Learn More:,"Fri, 11 May 2018 15:38:33 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Anushka Sharma, Saagar Anand, and Naina 🇮🇳 sent Tweets you should see","Fri, 11 May 2018 03:57:32 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Nishant Tyagi and NK TyAgi have birthdays today,"Thu, 10 May 2018 18:22:24 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow 🇮🇳Namo#bjp🇮🇳, Murari Goyal and Saurav Saha on Twitter!","Thu, 10 May 2018 22:56:45 +0000",CATEGORY_SOCIAL
LinkedIn Research <linkedin@e.linkedin.com>,"Lakshay, LinkedIn requests your insights","Thu, 10 May 2018 11:00:24 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Narendra Modi shared ""Uplifting the weaker sections is the BJP's com...","Thu, 10 May 2018 17:24:28 +0000",CATEGORY_SOCIAL
LinkedIn Learning <linkedin@e.linkedin.com>,Free course on GDPR - 7 days only!,"Thu, 10 May 2018 03:10:12 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Shivanshi Yadav, Satyam Soni and 8 others are new friend suggestions for you","Wed, 9 May 2018 23:29:56 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, did you see Vaibhav Goel's comment on AmAn Gupta's status?","Wed, 9 May 2018 23:14:53 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Sonakshi Sinha, Alia Bhatt and Rajnath Singh on Twitter!","Thu, 10 May 2018 04:30:31 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Let Jayant Khattar know you are thinking of him on his birthday today!,"Wed, 9 May 2018 20:48:49 -0700",CATEGORY_SOCIAL
Jyoti Gupta <notification+kr4mbxeyb55x@facebookmail.com>,[Delhi University - Off Campus Colleges] Hello everyone!,"Wed, 9 May 2018 20:11:43 -0700",CATEGORY_SOCIAL
Hitesh Aggarwal <notification+kr4mbxeyb55x@facebookmail.com>,"[Delhi University - Off Campus Colleges] A Woman Alone by ""Shilpi Marwaha""","Wed, 9 May 2018 20:11:44 -0700",CATEGORY_SOCIAL
"""NIFM INDIA (via LinkedIn)"" <messages-noreply@linkedin.com>",NIFM INDIA's invitation is waiting for your response,"Thu, 10 May 2018 02:14:14 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Narendra Modi Tweeted: The Congress and Congress culture bring with ...,"Wed, 09 May 2018 23:18:12 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,See Anthony Vinay's message and other notifications you've missed,"Wed, 9 May 2018 13:52:28 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Narendra Modi shared ""Congress is heavily involved in deal-making: P...","Wed, 09 May 2018 17:26:26 +0000",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,Why is North Korea suddenly being cooperative? Is Trump's hard stance with sanctions...?,"Wed, 09 May 2018 04:08:28 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Anupam Kher, Shraddha and Amit Shah on Twitter!","Wed, 09 May 2018 02:39:46 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared """"बाहर से जो खाना मँगाया था, वो भी किसी द...","Tue, 08 May 2018 23:12:12 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Akshay Kumar Tweeted: Here's a glimpse of an interesting new avatar ...,"Tue, 08 May 2018 21:02:22 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Sanjay Isaac Thomas, Ambika Sharma and 8 others are new friend suggestions for you","Tue, 8 May 2018 13:12:35 -0700",CATEGORY_SOCIAL
LinkedIn <jobs-listings@linkedin.com>,Software Developer II (G1) - PEGA at TSYS and 9 other jobs for you.,"Tue, 8 May 2018 17:26:18 +0000 (UTC)",CATEGORY_SOCIAL
Quora <question-noreply@quora.com>,"Can you answer Astitva Srivastava's question: ""Which Advanced Java course will get me a good salary or has the highest market demands, Servlet developer, JBoss Seam, Hibernate developer, Spring developer or Struts developer? What is the basic idea about each course?""","Tue, 08 May 2018 05:08:08 -0700 (PDT)",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Let Vasudha Kak know you are thinking of her on her birthday today!,"Mon, 7 May 2018 22:10:00 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Rahul Gandhi, Akhilesh Yadav and Jacqueline Fernandez on Twit...","Tue, 08 May 2018 03:56:46 +0000",CATEGORY_SOCIAL
LinkedIn <messages-noreply@linkedin.com>,"Lakshay, you have 26 contacts you may know on LinkedIn","Tue, 8 May 2018 03:05:44 +0000 (UTC)",CATEGORY_SOCIAL
LinkedIn <news@linkedin.com>,Is this the loneliest generation?,"Tue, 8 May 2018 01:09:47 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"lakshay bhambri, see 7 new updates from Narendra Modi","Mon, 07 May 2018 21:48:18 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Hrithik Roshan Tweeted: Congratulations Shamji . It has been such a ...,"Mon, 07 May 2018 15:18:52 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,See Anthony Vinay's message and other notifications you've missed,"Mon, 7 May 2018 06:02:33 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Shubhi Bhardwaj, Ayesha Mahajan and 8 others are new friend suggestions for you","Mon, 7 May 2018 04:52:37 -0700",CATEGORY_SOCIAL
Quora <question-noreply@quora.com>,"Can you answer Sushmita Singh's question: ""Which classes are fail fast and fail safe in Java collection framework?""","Mon, 07 May 2018 04:22:32 -0700 (PDT)",CATEGORY_SOCIAL
LinkedIn <messages-noreply@linkedin.com>,"Lakshay, people are looking at your LinkedIn profile","Mon, 7 May 2018 08:14:47 +0000 (UTC)",CATEGORY_SOCIAL
LinkedIn Updates <messages-noreply@linkedin.com>,Congratulate Vidit Jain on the work anniversary,"Mon, 7 May 2018 08:04:18 +0000 (UTC)",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,How much can you make on instagram?,"Sun, 06 May 2018 20:10:25 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Sundar Pichai, Elon Musk and Ratan N. Tata on Twitter!","Mon, 07 May 2018 02:04:19 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,LearningPundits Tweeted: Choose the word which best expresses the me...,"Sun, 06 May 2018 20:27:15 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Anjali Tyagi added a new photo,"Sun, 6 May 2018 13:14:35 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Tipu Sultan – a History of Bigotry and B...","Sun, 06 May 2018 15:02:19 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Manish Dhoot, Anil Khanna and 8 others are new friend suggestions for you","Sun, 6 May 2018 07:24:02 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,See Anthony Vinay's message and other notifications you've missed,"Sun, 6 May 2018 06:13:00 -0700",CATEGORY_SOCIAL
Quora <question-noreply@quora.com>,"Can you answer Ashwini Undale's question: ""Which is the best site to learn core Java for Selenium automation?""","Sun, 06 May 2018 05:13:29 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Strategy and Leadership in an Age of Dis...","Sun, 06 May 2018 02:26:26 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Vishal Ramanuj, Sachin Tendulkar and Arvind Kejriwal on Twitter!","Sat, 05 May 2018 20:49:54 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Devendra Kumar Bhambri, Roma Jajoo and 8 others are new friend suggestions for you","Sat, 5 May 2018 12:29:17 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Deepika Padukone Tweeted: your welcome!😝❤️,"Sat, 05 May 2018 15:19:58 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Shashank Chauhan, Sanjay Bakshi and 8 others are new friend suggestions for you","Sat, 5 May 2018 07:24:50 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Anamika Gupta added a new photo,"Sat, 5 May 2018 05:36:12 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Tipu Sultan – a History of Bigotry and B...","Sat, 05 May 2018 04:29:45 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Let Nikhil Singhal know you are thinking of him on his birthday today!,"Fri, 4 May 2018 18:56:43 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,An update on your account security,"Sat, 05 May 2018 00:33:38 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Gautam Gambhir, Akshay Kumar and Anushka Sharma on Twitter!","Fri, 04 May 2018 21:11:13 +0000",CATEGORY_SOCIAL
Ekta Gupta <notification+kr4mbxeyb55x@facebookmail.com>,[DU- WE WANT BTECH] New photo,"Fri, 4 May 2018 08:59:58 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Anushka Sharma Tweeted: ⏪ Rewinding to my favourite summer memories?...,"Fri, 04 May 2018 15:34:52 +0000",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,What are the side effects after leaving the gym?,"Fri, 04 May 2018 08:07:50 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Updates to our Terms of Service and Privacy Policy,"Fri, 04 May 2018 12:59:52 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, did you see Anjʌli Jhʌ's comment on her status?","Fri, 4 May 2018 00:42:53 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Sarika Chaudhary shared Alvin Dey's post,"Thu, 3 May 2018 19:41:07 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""GST explained for online businesses""","Fri, 04 May 2018 02:23:30 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow KAPIL, Ashwin Ravichandran and Parineeti Chopra on Twitter!","Thu, 03 May 2018 20:39:56 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,See Anthony Vinay's message and other notifications you've missed,"Thu, 3 May 2018 13:13:47 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Anushka Sharma Tweeted: This absolutely made my day. 💖The love each...,"Thu, 03 May 2018 15:10:21 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Why Bollywood is afraid of Hollywood and...","Thu, 03 May 2018 02:56:46 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Ashi Chatrath, Siddharth Jain and 8 others are new friend suggestions for you","Wed, 2 May 2018 19:36:12 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Anushka Sharma Tweeted: Sending as much and more love to all who hav...,"Wed, 02 May 2018 21:04:38 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,See Anthony Vinay's message and other notifications you've missed,"Wed, 2 May 2018 14:04:06 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Lakshay, did you see Neeru Sagar's comment on her status?","Wed, 2 May 2018 13:05:00 -0700",CATEGORY_SOCIAL
"""TECHNOLOGY JOBS NETWORK - #1 IT Careers Group"" <groups-noreply@linkedin.com>",New to Programming? Become the most advanced Python Programming Expert in just 30 Hrs!,"Wed, 2 May 2018 18:41:25 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Abhishek Bachchan, Karan Johar and Arun Jaitley on Twitter!","Wed, 02 May 2018 15:49:42 +0000",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,"Which is better, TCS or Infosys?","Wed, 02 May 2018 04:08:10 -0700 (PDT)",CATEGORY_SOCIAL
Goodreads <no-reply@mail.goodreads.com>,Updates from Bushra Kabir,"Wed, 2 May 2018 10:21:11 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Neeru Sagar added a new photo,"Tue, 1 May 2018 23:02:00 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Let Akanksha Malhotra know you are thinking of her on her birthday today!,"Tue, 1 May 2018 22:14:27 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Union Minister Suresh Prabhu Launches Go...","Wed, 02 May 2018 02:32:20 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,See Anthony Vinay's message and other notifications you've missed,"Tue, 1 May 2018 14:21:59 -0700",CATEGORY_SOCIAL
Goodreads <no-reply@mail.goodreads.com>,"Goodreads Newsletter: May 1, 2018","Tue, 1 May 2018 20:57:59 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Narendra Modi Tweeted: The NDA Government is working to give wings t...,"Tue, 01 May 2018 20:43:08 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Chetan Bhagat, Salman Khan and A.R.Rahman on Twitter!","Tue, 01 May 2018 15:14:52 +0000",CATEGORY_SOCIAL
LinkedIn <messages-noreply@linkedin.com>,"Lakshay, you have a new suggested connection to review","Tue, 1 May 2018 13:21:53 +0000 (UTC)",CATEGORY_SOCIAL
Goodreads <no-reply@mail.goodreads.com>,Updates from Bushra Kabir,"Tue, 1 May 2018 10:18:27 +0000",CATEGORY_SOCIAL
NIFM INDIA <invitations@linkedin.com>,"Lakshay, please add me to your LinkedIn network","Tue, 1 May 2018 07:16:48 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Follow Leonardo DiCaprio and TED Talks on Twitter!,"Tue, 01 May 2018 05:48:52 +0000",CATEGORY_SOCIAL
LinkedIn <news@linkedin.com>,The brain chemicals linked to startup success,"Tue, 1 May 2018 01:11:35 +0000 (UTC)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Bengaluru shared ""Union Minister Suresh Prabhu Launches Go...","Tue, 01 May 2018 00:14:36 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Shashi Tharoor Tweeted: So it turns out, despite Govt claims, that I...","Mon, 30 Apr 2018 15:33:07 +0000",CATEGORY_SOCIAL
LinkedIn <messages-noreply@linkedin.com>,"Lakshay, people are looking at your LinkedIn profile","Mon, 30 Apr 2018 08:27:31 +0000 (UTC)",CATEGORY_SOCIAL
LinkedIn Salary <messages-noreply@linkedin.com>,"Lakshay, see Technical Analyst salaries.","Mon, 30 Apr 2018 08:26:43 +0000 (UTC)",CATEGORY_SOCIAL
LinkedIn Updates <messages-noreply@linkedin.com>,Congratulate Nandini Tyagi on the new position,"Mon, 30 Apr 2018 08:15:34 +0000 (UTC)",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,How many Brahmin ministers are in the PM Modi government?,"Sun, 29 Apr 2018 20:06:39 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Lata Mangeshkar, BJP and Sushma Swaraj on Twitter!","Sun, 29 Apr 2018 23:44:58 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Akshay Kumar Tweeted: Nothing like a dip in the pool in the scorchin...,"Sun, 29 Apr 2018 15:07:44 +0000",CATEGORY_SOCIAL
Quora <question-noreply@quora.com>,"Can you answer Sri's question: ""Can I download Java SE 10 in a personal machine without any license fees?""","Sun, 29 Apr 2018 04:56:30 -0700 (PDT)",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,"Rajender Kumar Chatrath, Ak Bhambri and 8 others are new friend suggestions for you","Sat, 28 Apr 2018 20:15:06 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Rohit Sharma, Aamir Khan and Deepika Padukone on Twitter!","Sun, 29 Apr 2018 01:18:52 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,CSS-Tricks Tweeted: The Woman Who Gave the Macintosh a Smile :: (Sus...,"Sat, 28 Apr 2018 15:51:21 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Ranveer Singh, PRIYANKA and Hrithik Roshan on Twitter!","Sat, 28 Apr 2018 03:38:29 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Aashi Jain shared MetDaan Creative's video,"Fri, 27 Apr 2018 20:05:46 -0700",CATEGORY_SOCIAL
Quora Digest <digest-noreply@quora.com>,I am bored of my IT job. I have been working for a reputed IT company for 6 months an...?,"Fri, 27 Apr 2018 09:15:01 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,CSS-Tricks Tweeted: CSS Blocks,"Fri, 27 Apr 2018 15:28:49 +0000",CATEGORY_SOCIAL
Quora <question-noreply@quora.com>,"Can you answer Harish Wankhede's question: ""What are the strut and tie methods for the design of corbels?""","Fri, 27 Apr 2018 00:05:47 -0700 (PDT)",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"People in Noida shared ""Son of The Sangh - The Caravan""","Fri, 27 Apr 2018 03:30:28 +0000",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Let Vivek Singh know you are thinking of him on his birthday today!,"Thu, 26 Apr 2018 19:56:25 -0700",CATEGORY_SOCIAL
Facebook <notification+kr4mbxeyb55x@facebookmail.com>,Aarush Verma shared FilterCopy's video,"Thu, 26 Apr 2018 19:25:46 -0700",CATEGORY_SOCIAL
Twitter <info@twitter.com>,"Follow Suresh Raina, Shah Rukh Khan and Virender Sehwag on Twitter!","Thu, 26 Apr 2018 22:04:55 +0000",CATEGORY_SOCIAL
Twitter <info@twitter.com>,Ajay Devgn Tweeted: Just saw the Sanju teaser. Brave of you to own u...,"Thu, 26 Apr 2018 16:16:17 +0000",CATEGORY_SOCIAL
Quora <question-noreply@quora.com>,"Can you answer Prasad PAWAR's question: ""How much time does it take for a beginner to learn a single programming language?""","Thu, 26 Apr 2018 04:06:09 -0700 (PDT)",CATEGORY_SOCIAL
